counterfactual_group,target_object,sample_ids,states,gold_actions,step0_actions,step0_member_exact,step0_pair_exact,step0_same_actions,step11193_actions,step11193_member_exact,step11193_pair_exact,step11193_same_actions,comparison
shard_0_cf_0044,Drawer,shard_0_exp0_0406 | shard_0_exp0_0405,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0025,Drawer,shard_4_exp0_0320 | shard_4_exp0_0319,closed | open,"GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",1 | 1,1,0,candidate_fixed
shard_4_cf_0026,Cabinet,shard_4_exp0_0323 | shard_4_exp0_0322,closed | open,GotoLocation(Cabinet); OpenObject(Cabinet) | GotoLocation(Cabinet),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Cabinet) | GotoLocation(Cabinet),0 | 1,0,1,both_not_exact
shard_4_cf_0039,Fridge,shard_4_exp0_0443 | shard_4_exp0_0442,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_4_cf_0072,Drawer,shard_4_exp0_0844 | shard_4_exp0_0843,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0073,Drawer,shard_4_exp0_0846 | shard_4_exp0_0845,closed | open,"GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",1 | 1,1,0,candidate_fixed
shard_4_cf_0104,Drawer,shard_4_exp0_1175 | shard_4_exp0_1174,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0119,Drawer,shard_4_exp0_1343 | shard_4_exp0_1342,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0120,Drawer,shard_4_exp0_1345 | shard_4_exp0_1344,closed | open,"GotoLocation(Dresser); PickupObject(TissueBox); GotoLocation(Drawer); OpenObject(Drawer); PutObject(TissueBox,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(TissueBox); GotoLocation(Drawer); PutObject(TissueBox,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(TissueBox); GotoLocation(Drawer); OpenObject(Drawer); PutObject(TissueBox,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(TissueBox); GotoLocation(Drawer); PutObject(TissueBox,Drawer)",1 | 1,1,0,candidate_fixed
shard_4_cf_0128,Fridge,shard_4_exp0_1464 | shard_4_exp0_1463,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge); OpenObject(Fridge),1 | 0,0,1,both_not_exact
shard_4_cf_0158,Drawer,shard_4_exp0_1792 | shard_4_exp0_1791,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0197,Fridge,shard_4_exp0_2067 | shard_4_exp0_2066,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_4_cf_0201,Drawer,shard_4_exp0_2103 | shard_4_exp0_2102,closed | open,"GotoLocation(SideTable); PickupObject(DishSponge); GotoLocation(Drawer); OpenObject(Drawer); PutObject(DishSponge,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(DishSponge); GotoLocation(Drawer); PutObject(DishSponge,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(SideTable); PickupObject(DishSponge); GotoLocation(Drawer); OpenObject(Drawer); PutObject(DishSponge,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(DishSponge); GotoLocation(Drawer); PutObject(DishSponge,Drawer)",1 | 1,1,0,candidate_fixed
shard_4_cf_0202,Drawer,shard_4_exp0_2105 | shard_4_exp0_2104,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0203,Drawer,shard_4_exp0_2110 | shard_4_exp0_2109,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0204,Drawer,shard_4_exp0_2112 | shard_4_exp0_2111,closed | open,"GotoLocation(SideTable); PickupObject(DishSponge); GotoLocation(Drawer); OpenObject(Drawer); PutObject(DishSponge,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(DishSponge); GotoLocation(Drawer); PutObject(DishSponge,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(DishSponge); GotoLocation(Drawer); OpenObject(Drawer); PutObject(DishSponge,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(DishSponge); GotoLocation(Drawer); PutObject(DishSponge,Drawer)",0 | 1,0,0,both_not_exact
shard_4_cf_0223,Drawer,shard_4_exp0_2337 | shard_4_exp0_2336,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0224,Drawer,shard_4_exp0_2340 | shard_4_exp0_2339,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
shard_4_cf_0225,Drawer,shard_4_exp0_2344 | shard_4_exp0_2343,closed | open,"GotoLocation(CoffeeTable); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(CoffeeTable); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer)",0 | 0,0,0,both_not_exact
shard_4_cf_0229,Drawer,shard_4_exp0_2427 | shard_4_exp0_2426,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0230,Fridge,shard_4_exp0_2429 | shard_4_exp0_2428,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_4_cf_0231,Microwave,shard_4_exp0_2431 | shard_4_exp0_2430,closed | open,GotoLocation(Microwave); OpenObject(Microwave) | GotoLocation(Microwave),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Microwave); OpenObject(Microwave) | GotoLocation(Microwave); OpenObject(Microwave),1 | 0,0,1,both_not_exact
shard_4_cf_0232,Fridge,shard_4_exp0_2434 | shard_4_exp0_2433,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_4_cf_0295,Drawer,shard_4_exp0_2978 | shard_4_exp0_2977,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0299,Drawer,shard_4_exp0_3014 | shard_4_exp0_3013,closed | open,"GotoLocation(Dresser); PickupObject(CreditCard); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CreditCard,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CreditCard); GotoLocation(Drawer); PutObject(CreditCard,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(CreditCard); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CreditCard,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CreditCard); GotoLocation(Drawer); PutObject(CreditCard,Drawer)",1 | 1,1,0,candidate_fixed
shard_4_cf_0318,Fridge,shard_4_exp0_3182 | shard_4_exp0_3181,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_4_cf_0319,Drawer,shard_4_exp0_3184 | shard_4_exp0_3183,closed | open,"GotoLocation(SideTable); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Shelf); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer) | GotoLocation(Shelf); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",0 | 0,0,1,both_not_exact
shard_4_cf_0320,Fridge,shard_4_exp0_3188 | shard_4_exp0_3187,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge) | GotoLocation(Fridge),0 | 1,0,1,both_not_exact
shard_4_cf_0321,Fridge,shard_4_exp0_3191 | shard_4_exp0_3190,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_4_cf_0341,Drawer,shard_4_exp0_3382 | shard_4_exp0_3381,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer) | GotoLocation(Drawer),0 | 1,0,1,both_not_exact
shard_4_cf_0342,Drawer,shard_4_exp0_3384 | shard_4_exp0_3383,closed | open,"GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",1 | 1,1,0,candidate_fixed
shard_4_cf_0343,Drawer,shard_4_exp0_3389 | shard_4_exp0_3388,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0344,Drawer,shard_4_exp0_3395 | shard_4_exp0_3394,closed | open,"GotoLocation(DiningTable); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",1 | 1,1,0,candidate_fixed
shard_4_cf_0366,Drawer,shard_4_exp0_3598 | shard_4_exp0_3597,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0367,Safe,shard_4_exp0_3603 | shard_4_exp0_3602,closed | open,GotoLocation(Safe); OpenObject(Safe) | GotoLocation(Safe),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Safe); OpenObject(Safe) | GotoLocation(Safe),1 | 1,1,0,candidate_fixed
shard_4_cf_0369,Drawer,shard_4_exp0_3622 | shard_4_exp0_3621,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0370,Fridge,shard_4_exp0_3625 | shard_4_exp0_3624,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_4_cf_0371,Drawer,shard_4_exp0_3627 | shard_4_exp0_3626,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0372,Drawer,shard_4_exp0_3635 | shard_4_exp0_3634,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0374,Drawer,shard_4_exp0_3675 | shard_4_exp0_3674,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0375,Fridge,shard_4_exp0_3679 | shard_4_exp0_3678,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge); OpenObject(Fridge),1 | 0,0,1,both_not_exact
shard_4_cf_0399,Fridge,shard_4_exp0_3906 | shard_4_exp0_3905,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_4_cf_0400,Fridge,shard_4_exp0_3912 | shard_4_exp0_3911,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_4_cf_0401,Fridge,shard_4_exp0_3914 | shard_4_exp0_3913,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_4_cf_0413,Drawer,shard_4_exp0_4068 | shard_4_exp0_4067,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer) | GotoLocation(Drawer),0 | 1,0,1,both_not_exact
shard_4_cf_0414,Safe,shard_4_exp0_4070 | shard_4_exp0_4069,closed | open,GotoLocation(Safe); OpenObject(Safe) | GotoLocation(Safe),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Safe); OpenObject(Safe) | GotoLocation(Safe),1 | 1,1,0,candidate_fixed
shard_4_cf_0415,Safe,shard_4_exp0_4072 | shard_4_exp0_4071,closed | open,GotoLocation(Safe); OpenObject(Safe) | GotoLocation(Safe),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Safe); OpenObject(Safe) | GotoLocation(Safe),1 | 1,1,0,candidate_fixed
shard_4_cf_0416,Drawer,shard_4_exp0_4074 | shard_4_exp0_4073,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0417,Drawer,shard_4_exp0_4077 | shard_4_exp0_4076,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer) | GotoLocation(Drawer),0 | 1,0,1,both_not_exact
shard_4_cf_0435,Drawer,shard_4_exp0_4188 | shard_4_exp0_4187,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0436,Drawer,shard_4_exp0_4194 | shard_4_exp0_4193,closed | open,"GotoLocation(Dresser); PickupObject(CreditCard); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CreditCard,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CreditCard); GotoLocation(Drawer); PutObject(CreditCard,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(CreditCard); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CreditCard,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CreditCard); GotoLocation(Drawer); PutObject(CreditCard,Drawer)",1 | 1,1,0,candidate_fixed
shard_4_cf_0437,Drawer,shard_4_exp0_4196 | shard_4_exp0_4195,closed | open,"GotoLocation(Dresser); PickupObject(CreditCard); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CreditCard,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CreditCard); GotoLocation(Drawer); PutObject(CreditCard,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(CreditCard); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CreditCard,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CreditCard); GotoLocation(Drawer); PutObject(CreditCard,Drawer)",1 | 1,1,0,candidate_fixed
shard_4_cf_0439,Drawer,shard_4_exp0_4223 | shard_4_exp0_4222,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0440,Drawer,shard_4_exp0_4229 | shard_4_exp0_4228,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0441,Drawer,shard_4_exp0_4233 | shard_4_exp0_4232,closed | open,"GotoLocation(SideTable); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(SideTable); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",1 | 1,1,0,candidate_fixed
shard_4_cf_0461,Fridge,shard_4_exp0_4387 | shard_4_exp0_4386,closed | open,"GotoLocation(DiningTable); PickupObject(Cup); GotoLocation(Fridge); OpenObject(Fridge); PutObject(Cup,Fridge); CloseObject(Fridge) | GotoLocation(DiningTable); PickupObject(Cup); GotoLocation(Fridge); PutObject(Cup,Fridge)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(Cup); GotoLocation(Fridge); OpenObject(Fridge); PutObject(Cup,Fridge); CloseObject(Fridge) | GotoLocation(DiningTable); PickupObject(Cup); GotoLocation(Fridge); PutObject(Cup,Fridge)",1 | 1,1,0,candidate_fixed
shard_4_cf_0467,Drawer,shard_4_exp0_4441 | shard_4_exp0_4440,closed | open,"GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); PutObject(KeyChain,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(KeyChain); GotoLocation(Drawer); PutObject(KeyChain,Drawer)",1 | 0,0,0,both_not_exact
shard_4_cf_0490,Drawer,shard_4_exp0_4652 | shard_4_exp0_4651,closed | open,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",1 | 1,1,0,candidate_fixed
shard_4_cf_0491,Drawer,shard_4_exp0_4661 | shard_4_exp0_4660,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0515,Drawer,shard_4_exp0_4866 | shard_4_exp0_4865,closed | open,"GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",1 | 1,1,0,candidate_fixed
shard_4_cf_0516,Drawer,shard_4_exp0_4869 | shard_4_exp0_4868,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0517,Drawer,shard_4_exp0_4872 | shard_4_exp0_4871,closed | open,"GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",1 | 1,1,0,candidate_fixed
shard_4_cf_0528,Drawer,shard_4_exp0_4987 | shard_4_exp0_4986,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_4_cf_0529,Fridge,shard_4_exp0_4994 | shard_4_exp0_4993,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_4_cf_0544,Drawer,shard_4_exp0_5096 | shard_4_exp0_5095,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
